age,gender,occupation,time_bp,time_dp,travel_time,easeof_online,home_env,prod_inc,sleep_bal,new_skill,fam_connect,relaxed,self_time,like_hw,dislike_hw,prefer,certaindays_hw,time_bp
19-25,Male,Student in College,7,5,0.5,3,3,0,0,0.5,1,-0.5,-0.5,100,1,Complete Physical Attendance,Yes,7
